USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING
1322,02,01,1,02,02
4337,01,01,0,01,09
1022,02,06,0,01,05
4667,03,02,0,01,03
9595,02,01,1,02,07
6452,02,01,1,02,07
3863,02,04,0,01,02
8338,02,01,1,02,07
7053,02,01,1,02,07
2719,02,06,0,01,05
7902,02,01,1,02,07
7744,02,01,1,02,07
3252,02,01,1,02,07
4874,03,03,0,01,09
7599,02,01,1,02,07
2831,02,01,1,02,02
8262,03,04,0,01,01
5672,02,01,1,02,02
4345,02,01,1,02,07
8017,02,01,0,01,03
3128,02,01,1,02,07
3894,02,02,0,01,05
2419,03,01,0,01,02
6417,02,04,0,01,07
1580,02,01,1,02,02
4881,03,03,0,01,09
1584,02,01,1,02,07
572,02,01,1,02,02
9374,02,01,1,02,07
5388,03,03,0,01,02
4117,03,03,0,01,09
4611,02,01,1,02,07
1266,02,01,1,02,07
6636,02,01,1,02,07
6249,01,02,1,02,04
4264,02,01,1,02,07
1307,02,01,1,02,07
5943,02,01,1,02,07
6479,01,06,0,01,02
5130,03,03,0,01,09
3969,02,01,1,02,07
3889,02,01,1,02,07
6335,02,01,0,01,05
6154,02,01,1,02,07
6398,02,06,0,01,05
862,03,03,0,01,09
2810,01,02,0,01,05
3786,02,01,1,02,02
3917,02,01,1,02,02
8772,02,04,0,01,06
8890,02,01,1,02,07
5635,02,01,1,02,02
347,01,02,0,01,05
3815,01,03,0,01,09
8014,01,02,1,01,05
9718,02,01,1,02,07
9542,03,06,0,01,05
6437,03,05,0,01,08
8491,02,03,0,01,10
431,02,01,0,01,05
7904,01,01,0,02,02
5085,03,03,0,01,09
8438,03,03,0,01,09
7957,01,06,0,01,07
1643,01,06,0,01,06
1839,02,01,1,02,07
2602,03,05,0,01,04
923,01,02,1,01,05
3762,01,04,0,01,07
8286,02,06,0,01,05
4178,02,01,1,02,02
9623,01,06,0,01,08
1121,02,01,1,02,07
4238,01,03,0,01,06
8586,02,01,1,02,07
1146,02,01,1,02,07
9450,02,01,1,02,02
6981,03,03,0,01,09
2305,02,01,1,02,07
7092,02,01,1,02,07
2387,01,04,0,01,05
5800,03,03,0,01,09
7613,01,04,0,01,02
7103,02,01,1,02,07
9175,02,01,1,02,07
7466,02,06,0,01,05
7109,02,02,0,01,01
1778,02,02,0,01,01
1556,02,02,0,01,05
3989,02,06,0,01,05
2107,02,01,1,02,07
6326,02,01,1,02,02
6254,02,01,1,02,02
6559,02,01,1,02,07
6480,03,05,0,01,01
1748,03,03,0,01,09
3008,03,03,0,01,09
3838,02,01,1,02,07
1744,01,02,1,01,05
5549,03,06,0,01,01
1158,03,03,0,01,09
3639,03,04,0,01,05
1513,02,01,1,02,07
9004,02,01,1,02,02
3169,02,01,1,02,07
9188,03,03,0,01,09
5715,02,01,1,02,07
6492,02,01,1,02,07
8930,01,01,0,01,03
7564,02,06,0,01,03
2246,02,01,1,02,07
6607,03,01,0,01,06
14,02,03,1,02,08
229,02,02,0,01,05
3484,02,01,1,02,02
8967,02,06,0,01,05
6499,02,01,1,02,07
1879,02,01,1,02,07
5653,02,01,1,02,07
8032,02,01,1,02,07
1922,02,06,0,01,05
2783,02,03,0,01,08
3103,02,01,1,02,02
1757,03,01,0,01,01
7792,02,01,1,02,07
5275,01,02,1,01,05
1831,02,01,1,02,07
1149,03,03,0,01,09
4602,02,01,1,02,02
9252,03,02,0,01,10
4497,02,01,1,02,07
19,01,02,1,01,05
5240,02,01,1,02,02
840,02,06,0,01,05
5688,02,01,1,02,02
6157,03,03,0,01,09
5213,02,04,0,01,06
3758,01,02,1,02,04
7138,03,02,0,01,06
1049,02,06,0,01,06
424,03,01,0,01,03
7487,01,02,1,01,05
3780,01,04,0,01,06
9925,02,06,0,01,05
4346,02,06,0,01,05
8794,03,06,0,01,03
5089,02,04,0,01,05
9421,03,03,0,01,09
9177,02,07,0,02,08
3342,02,01,1,02,07
5596,02,01,1,02,02
2146,03,03,0,01,09
30,02,01,1,02,07
841,02,01,1,02,07
7396,02,02,0,01,05
9076,03,02,0,01,09
3047,02,01,1,02,07
5551,02,01,1,02,07
106,01,02,1,01,05
7304,02,02,0,01,05
8760,02,02,0,01,09
3668,01,06,0,01,06
3318,02,01,1,02,07
4120,02,01,1,02,07
5546,02,01,1,02,02
2178,02,01,1,02,07
615,03,03,0,01,09
8604,02,01,1,02,02
6117,02,01,1,02,02
7262,02,01,1,02,07
1252,03,03,0,01,09
9923,03,04,0,01,09
3865,03,03,0,01,09
1859,02,03,0,01,06
6380,03,03,0,01,09
7646,02,06,0,01,05
2700,03,03,0,01,09
518,02,04,0,01,07
6732,02,01,1,02,07
2922,02,01,1,02,07
7491,02,03,0,01,09
2698,03,03,0,01,09
5251,03,04,0,01,06
7888,01,02,1,01,05
9209,03,03,0,01,09
8877,03,03,0,01,06
7192,02,02,0,01,05
2892,03,01,0,01,04
669,02,04,0,01,08
9144,02,01,1,02,02
6768,02,06,0,01,05
6498,02,06,0,01,06
9381,03,05,0,01,04
2940,01,02,1,01,05
479,02,01,1,02,02
158,02,01,1,02,07
6705,02,01,1,02,02
9460,03,03,0,01,09
3393,02,03,1,02,08
1956,02,01,1,02,07
2854,03,06,0,01,05
5385,02,01,1,02,07
948,02,01,1,02,07
8358,02,06,0,01,05
132,01,06,0,01,08
3074,01,02,0,01,06
1557,02,01,1,02,07
1394,01,03,0,01,01
9684,02,02,0,01,05
5140,03,03,0,01,09
4752,02,01,1,02,02
8105,02,01,0,01,05
296,02,01,1,02,07
4994,02,01,1,02,07
7956,02,01,1,02,02
9296,03,03,0,01,09
4031,01,06,0,01,10
4730,01,01,0,01,08
2309,02,01,1,02,02
6555,03,06,0,01,03
7785,03,03,0,01,09
6336,02,02,0,01,05
2008,02,01,1,02,02
6185,02,01,1,02,02
2926,02,01,1,02,02
1908,02,01,1,02,07
4489,02,03,1,02,08
6355,02,01,1,02,07
7481,02,01,1,02,02
8615,02,01,1,02,07
6595,02,02,0,01,05
2291,03,04,0,01,10
3375,02,01,1,02,02
1574,01,03,0,01,07
6205,03,03,0,01,09
5779,02,01,1,02,07
4258,02,01,1,02,07
546,02,06,0,01,10
3218,02,01,0,01,07
4837,02,01,1,02,07
4290,01,02,0,01,03
7266,03,03,0,01,09
1905,02,06,0,01,05
5061,02,01,1,02,07
5577,03,03,0,01,09
2937,01,02,1,01,05
7251,02,01,1,02,07
1453,03,05,0,01,09
9159,03,01,0,01,06
1645,02,06,0,01,05
887,02,06,0,01,05
3576,01,02,1,01,05
3179,03,03,0,01,09
9240,02,01,1,02,07
6683,03,03,0,01,09
3958,02,06,0,01,05
879,02,01,1,02,07
4302,01,02,1,02,04
180,02,01,1,02,07
3255,03,03,0,01,09
6720,02,01,1,02,07
1056,02,02,0,01,05
5097,02,02,0,01,04
7144,02,01,1,02,07
4877,01,06,0,01,01
2175,02,01,1,02,02
4766,03,03,0,01,09
6841,01,02,0,01,05
830,02,01,1,02,07
523,02,01,1,02,02
2950,02,01,0,01,04
5382,01,04,0,01,06
6602,03,02,0,01,10
9119,02,01,1,02,07
6942,02,01,1,02,07
1517,03,03,0,01,09
4573,03,03,0,01,09
8798,03,03,0,01,09
8079,02,01,0,01,05
1958,02,02,0,01,05
1598,02,02,0,01,07
2281,02,01,0,01,05
826,02,01,1,02,02
5963,03,03,0,01,09
1849,01,01,1,02,01
7320,02,01,1,02,02
9944,02,01,1,02,07
9876,02,02,0,01,05
9879,02,06,0,01,05
9697,03,03,0,01,09
2237,03,03,0,01,09
1761,01,01,0,01,09
2100,03,05,0,01,02
529,02,01,1,02,02
1665,02,02,0,01,05
3767,02,05,0,01,07
8694,01,04,0,01,07
9039,02,01,1,02,02
5069,02,01,1,02,02
9233,03,03,0,01,09
7413,01,02,1,01,05
4926,02,02,0,01,09
3699,02,01,1,02,07
449,02,01,1,02,02
7407,02,01,1,02,02
414,02,01,1,02,02
5480,03,03,0,01,09
8184,03,06,0,01,07
212,02,01,1,02,02
179,02,02,0,01,05
8103,03,03,0,01,08
5868,02,01,1,02,07
3274,02,04,0,02,05
8061,03,05,0,01,10
8415,02,01,1,02,07
9395,02,01,1,02,02
7910,02,01,1,02,07
7665,01,01,0,01,03
1428,02,01,1,02,07
2198,03,03,0,01,09
5680,03,05,0,01,02
6357,03,03,0,01,09
1713,03,01,0,01,05
8790,02,02,0,01,06
9813,02,01,1,02,02
8490,02,03,0,01,06
2973,03,03,0,01,09
6268,02,01,1,02,07
819,02,01,1,02,07
928,01,02,1,01,05
7934,02,01,1,02,07
6839,03,04,0,01,07
6611,02,02,0,01,02
3951,01,02,1,01,05
8951,03,05,0,01,10
6316,02,01,0,01,06
2225,01,06,0,01,01
4361,02,01,1,02,02
7611,02,06,0,01,05
5501,02,02,0,01,05
5221,03,03,0,01,10
3509,02,01,1,02,07
3094,02,01,1,02,07
9486,03,01,0,01,06
6633,03,03,0,01,09
5174,02,01,1,02,02
4000,02,01,1,02,07
4824,03,03,0,01,09
4267,02,01,0,01,05
5161,02,01,0,01,05
835,03,01,0,01,06
2032,03,02,0,01,03
4617,02,06,0,01,05
7072,02,01,1,02,07
1875,01,02,1,01,05
2080,02,02,0,01,04
3651,02,01,1,02,07
700,03,03,0,01,09
929,02,06,0,01,05
3166,01,02,1,01,05
1782,02,01,1,02,07
5683,02,05,0,01,10
2703,03,03,0,01,09
4439,03,03,0,01,09
9781,02,01,1,02,02
2982,02,07,0,02,08
7658,03,03,0,01,09
4048,02,01,1,02,02
9362,02,01,1,02,02
8523,02,01,1,02,07
1277,02,01,1,02,02
8221,03,03,0,01,09
299,03,01,0,01,06
7415,01,02,1,01,05
6496,02,01,1,02,07
6842,01,02,1,01,05
6889,01,02,1,01,05
5424,02,02,0,01,05
2899,02,01,1,02,02
9099,03,03,0,01,09
3177,03,05,0,01,08
6958,02,06,0,01,05
5204,02,02,0,01,05
2858,02,01,1,02,02
8424,02,01,1,02,07
6836,02,01,1,02,07
5839,02,01,0,01,08
5986,02,01,1,02,07
5231,02,01,1,02,07
7793,02,03,0,01,04
6939,02,05,0,01,08
3750,02,01,1,02,02
9114,02,01,1,02,02
7179,02,06,0,01,05
7014,02,02,0,01,05
8296,01,03,0,01,07
7172,02,06,0,01,05
1512,02,01,1,02,07
726,02,01,1,02,07
1207,03,01,0,01,04
7052,02,02,0,01,05
2436,01,03,0,01,07
942,03,03,0,01,09
1118,02,01,1,02,02
1885,02,02,0,01,05
1707,03,04,0,01,01
1613,03,03,0,01,03
7879,01,02,1,01,05
8272,01,05,0,01,06
5645,02,01,0,01,05
4114,02,01,1,02,02
5607,02,04,0,01,06
7710,02,06,0,01,05
2306,02,01,1,02,02
4574,02,01,1,02,02
823,01,02,0,01,05
549,02,06,0,01,05
6290,02,03,0,01,07
6782,02,01,1,02,07
4677,02,01,1,02,07
1027,03,03,0,01,09
4872,03,03,0,01,09
8396,03,06,0,01,10
6627,01,03,0,01,03
7234,02,01,1,02,07
2758,01,02,0,01,05
2924,03,03,0,01,09
4740,02,01,1,02,07
7992,02,01,1,02,07
7012,03,02,0,01,07
2239,03,03,0,01,09
4002,01,01,0,01,06
5208,02,06,0,01,05
6577,02,06,0,01,05
3774,02,01,1,02,07
9806,02,06,0,01,05
5191,01,06,0,01,06
7630,02,02,0,01,05
6794,02,01,1,02,02
2232,02,01,1,02,07
3171,02,05,0,01,03
3048,03,03,0,01,09
1458,02,01,1,02,02
3913,02,01,1,02,07
9790,02,06,0,01,05
2986,02,01,1,02,02
9096,02,06,0,01,05
6811,03,03,0,01,09
6868,02,02,0,01,05
8022,02,01,1,02,02
7684,03,02,0,01,06
2828,02,01,1,02,07
1876,03,03,0,01,09
166,02,01,1,02,07
1128,03,03,0,01,09
3548,02,01,1,02,07
6994,02,01,1,02,07
4971,02,01,1,02,02
8143,03,03,0,01,09
2755,03,03,0,01,09
8640,02,01,0,01,05
9215,01,05,0,01,06
8605,02,01,1,02,02
4333,03,02,0,01,10
1502,02,04,0,01,01
4381,01,02,1,02,04
3414,03,03,0,01,09
3564,02,01,1,02,07
3785,02,01,0,01,04
1572,03,03,0,01,09
4226,03,03,0,01,09
566,02,01,1,02,07
6004,02,01,1,02,07
3930,03,05,0,01,06
3387,02,01,1,02,07
9457,02,06,0,01,05
8059,03,03,0,01,09
3703,01,06,0,01,07
4770,03,06,0,01,06
3358,01,02,1,01,05
8639,03,02,0,01,09
5668,03,05,0,01,08
4029,02,03,1,02,08
5871,02,01,1,02,02
7838,01,02,1,01,05
7589,03,03,0,01,09
3603,02,02,0,01,05
2882,02,01,1,02,07
4636,03,03,0,01,09
3077,01,06,0,01,10
1224,02,01,1,02,07
345,03,03,0,01,09
6582,03,03,0,01,09
102,02,01,1,02,07
1420,03,03,0,01,09
3320,02,01,1,02,07
3257,03,05,0,01,04
9742,02,01,1,02,07
1468,01,03,0,01,07
6427,02,01,1,02,07
7341,02,01,1,02,02
3124,03,03,0,01,09
1500,02,01,1,02,07
2059,03,01,0,01,06
7930,02,01,1,02,02
1137,02,01,1,02,02
2845,03,03,0,01,09
4884,02,02,0,01,05
1400,02,01,1,02,02
6156,03,03,0,01,09
6927,02,01,0,01,05
4021,03,03,0,01,09
9799,03,04,0,01,01
8119,02,01,1,02,07
5759,02,01,1,02,02
6468,02,01,1,02,02
7825,02,01,1,02,07
5039,02,02,0,01,05
3817,03,01,0,01,06
2976,03,02,0,01,08
7379,03,03,0,01,09
3787,03,03,0,01,09
2837,02,01,1,02,07
1412,02,01,1,02,07
9519,03,03,0,01,07
9232,02,01,1,02,07
5344,02,01,1,02,02
1474,02,01,1,02,02
5807,02,01,1,02,02
58,02,02,0,01,05
9059,02,06,0,01,10
9260,02,01,1,02,07
80,02,06,0,01,05
1417,02,01,0,01,03
3701,03,03,0,01,09
6087,01,06,0,01,05
6812,02,02,0,01,05
6303,03,03,0,01,09
3280,03,05,0,01,08
427,01,05,0,01,06
5189,03,04,0,01,02
1422,03,06,0,01,05
7928,02,01,1,02,02
5982,02,04,0,01,06
3307,02,06,0,01,05
5156,01,02,0,01,01
3816,02,06,0,01,05
2403,02,01,1,02,07
1115,02,01,1,02,07
1399,02,01,1,02,07
7263,02,04,0,01,02
8597,02,01,1,02,07
1391,03,03,0,01,09
8527,02,06,0,01,05
55,02,01,1,02,02
7557,02,01,0,01,06
2751,01,02,0,01,02
3114,03,03,0,01,09
3361,02,05,0,01,06
2652,02,01,1,02,07
9551,01,02,0,01,04
7433,01,01,1,02,01
4199,01,05,0,01,09
821,02,01,1,02,07
8861,02,06,0,01,06
9693,02,06,0,01,03
2286,02,01,0,01,01
3343,03,03,0,01,09
6000,02,02,0,01,05
568,02,06,0,01,05
9584,03,03,0,01,09
3487,03,03,0,01,09
1367,02,01,1,02,02
440,02,01,1,02,07
9535,01,01,0,01,05
1334,02,06,0,01,05
7884,02,01,1,02,07
3172,03,03,0,01,09
8872,01,03,0,01,01
6511,03,03,0,01,09
7624,02,01,1,02,07
3410,02,01,0,01,05
7051,03,03,0,01,03
5905,03,03,0,01,09
784,01,04,0,01,09
8551,03,03,0,01,09
6391,03,03,0,01,09
4582,02,01,1,02,07
847,02,01,1,02,02
3220,02,02,0,01,05
7769,03,03,0,01,09
8335,02,01,1,02,07
8663,01,02,0,01,02
5142,02,02,0,01,05
5050,02,04,0,01,06
7312,02,01,1,02,07
2777,01,05,0,01,02
6065,02,01,1,02,07
7500,03,03,0,01,06
4430,02,06,0,01,05
1795,02,01,1,02,07
9325,02,01,1,02,07
4052,02,02,0,01,05
7139,03,03,0,01,09
6540,02,01,1,02,07
3284,02,03,0,01,02
690,02,01,1,02,07
6884,03,03,0,01,02
9710,02,01,1,02,02
3823,02,03,1,02,08
9279,01,04,0,01,06
2955,03,05,0,01,01
4551,03,01,0,01,09
3580,03,03,0,01,09
3858,01,02,1,01,05
6838,01,05,0,01,10
4045,02,03,1,02,08
5694,02,01,1,02,07
2140,03,03,0,01,09
1198,03,03,0,01,09
2836,01,02,1,01,05
560,01,05,0,01,09
9473,03,03,0,01,09
9027,02,02,0,01,06
1772,02,01,1,02,02
4388,02,01,1,02,07
9411,01,01,1,02,01
7117,02,06,0,01,05
2347,02,01,1,02,07
8517,03,03,0,01,09
4364,01,03,0,01,03
1314,02,01,1,02,02
4496,03,03,0,01,09
1679,01,04,0,01,07
5451,02,01,0,01,05
2133,02,01,1,02,07
3653,02,01,1,02,02
7168,03,03,0,01,09
8287,01,01,0,01,05
8620,03,05,0,01,08
8432,02,01,0,01,05
4140,02,03,1,02,08
1025,02,01,1,02,07
8163,02,01,1,02,07
5201,02,01,1,02,07
4124,01,01,0,01,06
2196,02,01,1,02,02
6148,03,03,0,01,04
287,01,03,0,01,09
5755,02,01,1,02,02
8693,03,03,0,01,09
5580,02,01,1,02,07
6940,02,01,1,02,07
5443,02,01,1,02,02
7863,02,04,0,01,07
7023,02,03,1,02,08
4019,02,01,1,02,07
9619,02,01,1,02,07
6055,02,01,1,02,07
9432,02,01,1,02,07
73,02,01,1,02,07
3232,02,03,0,01,04
6509,02,06,0,01,10
7824,02,01,0,01,05
9132,02,04,0,01,08
4933,02,01,1,02,07
2162,03,03,0,01,09
2670,03,03,0,01,03
5961,03,03,0,01,09
6781,03,03,0,01,09
9824,02,01,0,01,05
9086,03,05,0,01,10
3398,02,01,1,02,02
76,03,01,0,01,03
6041,02,05,0,01,01
3704,02,01,1,02,07
8767,03,05,0,01,07
2254,01,02,0,01,08
8289,02,01,1,02,07
1924,02,06,0,01,06
997,03,01,0,01,02
3420,01,05,0,01,07
2929,03,03,0,01,09
7454,02,01,1,02,07
8580,03,03,0,01,09
6924,02,02,0,01,05
2585,02,01,1,02,07
7774,03,03,0,01,04
9802,02,01,1,02,07
5151,02,01,1,02,02
1001,01,02,1,01,05
8938,02,06,0,01,05
3492,02,01,1,02,07
418,02,01,0,01,05
1008,03,03,0,01,09
2994,02,01,1,02,07
4799,03,03,0,01,09
3799,03,01,0,01,06
4946,02,02,0,01,05
5307,03,03,0,01,09
4191,02,01,1,02,07
5684,01,02,1,01,05
7039,01,05,0,01,07
2152,01,02,1,01,05
1851,02,01,1,02,02
3429,02,01,1,02,07
8901,02,04,0,01,10
3769,02,04,0,01,06
3256,03,03,0,01,09
3613,01,02,1,01,05
1222,03,03,0,01,09
5751,02,01,1,02,07
7542,02,01,1,02,02
1062,02,06,0,01,05
9388,03,03,0,01,09
3227,03,06,0,01,01
7775,03,03,0,01,09
6111,02,03,1,02,08
8031,03,03,0,01,09
5834,02,01,1,02,07
8628,02,01,1,02,07
8266,02,01,1,02,07
7762,02,01,0,01,05
8236,02,06,0,01,06
4086,02,02,0,01,06
5933,02,01,1,02,07
1949,02,06,0,01,05
1089,01,04,0,01,03
9675,01,02,1,01,05
4772,02,01,1,02,02
5469,02,01,1,02,02
4889,02,03,0,01,03
3022,02,01,1,02,07
2533,02,01,1,02,07
9367,02,01,1,02,02
5584,02,01,1,02,02
7004,01,02,0,01,05
6863,02,01,0,01,09
578,01,02,1,01,05
8207,02,04,0,01,06
5519,02,01,1,02,07
6401,02,03,1,02,08
2224,02,06,0,01,05
9638,01,02,1,01,05
2167,02,01,1,02,07
4421,02,01,1,02,07
2485,02,02,0,01,05
8652,02,01,0,01,05
4604,02,02,0,01,05
9143,02,01,1,02,07
4745,02,01,1,02,07
586,02,06,0,01,05
1208,02,01,1,02,07
2318,02,01,0,01,06
8492,02,02,0,01,05
6538,02,06,0,01,05
4220,03,01,0,01,06
6265,01,02,1,01,05
9645,01,01,1,02,01
5324,02,01,1,02,02
9593,01,05,0,01,03
7233,02,06,0,01,05
693,02,01,1,02,02
843,02,01,1,02,02
8621,02,01,1,02,02
583,02,06,0,01,05
4754,02,01,1,02,07
2947,01,02,1,01,05
2483,02,01,1,02,07
6533,03,03,0,01,09
6567,01,02,1,01,05
1962,02,06,0,01,09
2193,02,01,1,02,02
4739,03,03,0,01,09
4552,03,05,0,01,08
6372,03,03,0,01,09
8250,03,03,0,01,09
6168,03,03,0,01,09
5249,03,03,0,01,09
5917,03,05,0,01,08
176,02,01,1,02,02
3730,01,02,0,01,03
7875,02,04,0,01,09
8142,01,06,0,01,03
4111,02,04,0,01,02
3439,01,02,1,02,04
7639,03,03,0,01,09
9490,03,03,0,01,09
9182,03,03,0,01,09
2687,02,01,1,02,07
8802,01,04,0,01,05
7349,01,01,0,01,10
8025,02,01,1,02,02
2672,02,04,0,01,06
9134,02,02,0,01,05
1619,01,01,0,01,01
52,01,02,1,01,05
5513,01,02,0,01,05
1586,02,01,1,02,07
3325,03,03,0,01,09
6308,03,03,0,01,09
5522,02,01,1,02,07
536,02,01,1,02,07
298,01,02,0,01,05
6289,01,02,1,01,05
1823,03,03,0,01,09
3099,03,03,0,01,09
390,03,03,0,01,09
4985,03,01,0,01,07
4069,03,03,0,01,09
6264,03,03,0,01,09
6431,03,03,0,01,09
4830,03,06,0,01,08
6333,03,06,0,01,03
3460,02,04,0,02,02
7272,02,01,0,01,05
9389,02,06,0,01,05
2399,02,01,1,02,02
8726,02,01,1,02,07
5395,02,02,0,01,07
1911,02,06,0,01,05
8563,02,05,0,01,09
1864,02,07,0,01,05
6966,02,01,0,01,09
9319,02,01,1,02,07
2156,02,04,0,01,07
7220,02,03,0,01,01
1532,02,01,1,02,02
6575,03,03,0,01,09
2981,01,02,1,01,05
7269,02,04,0,01,01
4094,03,03,0,01,06
2385,01,02,1,01,05
1287,02,01,1,02,02
1072,03,03,0,01,09
6522,02,06,0,01,05
1465,03,03,0,01,09
4804,03,02,0,01,07
9417,01,02,1,01,05
3204,02,01,1,02,02
2219,03,03,0,01,09
5196,02,01,0,01,05
2104,03,03,0,01,09
7794,01,04,0,01,07
2949,02,03,0,01,10
7682,02,01,1,02,02
6626,02,01,1,02,02
7718,02,06,0,01,05
1184,02,01,1,02,07
6330,01,04,0,01,06
399,01,06,0,01,05
6125,02,01,0,01,05
2786,01,02,1,01,05
4638,02,01,1,02,02
6288,02,01,1,02,02
7411,02,02,0,01,01
4123,03,06,0,01,08
1559,02,06,0,01,05
7916,01,04,0,01,04
4777,03,06,0,01,04
1372,03,03,0,01,09
1750,02,01,0,01,01
1715,02,01,1,02,02
3346,03,05,0,01,07
9660,02,02,0,01,01
3140,03,04,0,01,04
9166,01,04,0,01,01
2897,02,03,0,01,10
8373,02,07,0,02,08
1842,02,01,1,02,07
412,03,03,0,01,09
8077,02,06,0,01,05
2591,02,01,0,01,05
150,03,03,0,01,09
8249,01,02,1,01,05
6436,01,02,1,02,08
8371,02,01,0,01,05
5505,02,01,1,02,07
8786,02,01,1,02,02
9095,02,01,1,02,02
9907,03,01,0,01,06
4548,03,03,0,01,09
9153,02,01,1,02,07
257,02,01,1,02,07
7565,03,02,0,01,02
3078,03,04,0,01,08
7764,03,06,0,01,06
7376,01,02,1,01,05
9843,02,01,0,01,06
8379,02,01,1,02,07
8636,02,01,1,02,07
2125,02,02,0,01,05
8750,02,01,0,01,03
4821,02,01,1,02,07
152,03,03,0,01,09
7412,03,03,0,01,09
2993,02,02,0,01,05
8894,03,03,0,01,03
4975,03,03,0,01,09
3652,02,01,0,01,05
8034,02,01,1,02,07
9760,02,01,1,02,07
8133,01,02,0,01,01
8436,02,01,1,02,07
9564,02,01,0,01,08
8451,02,01,1,02,07
864,02,01,1,02,07
9094,03,03,0,01,09
2683,02,01,1,02,07
6897,02,03,0,01,10
4,02,01,1,02,07
6551,02,02,0,01,01
579,02,01,1,02,02
1454,02,01,1,02,02
7609,01,02,0,01,04
2884,02,01,1,02,07
7375,02,05,0,01,08
6083,01,01,1,02,01
5827,03,03,0,01,09
4541,02,01,1,02,02
3449,01,03,0,01,02
7119,03,03,0,01,09
5663,03,03,0,01,09
4442,02,01,1,02,07
4206,02,01,1,02,07
2655,02,01,1,02,02
4287,03,03,0,01,09
6816,03,03,0,01,09
7182,01,06,0,01,02
3511,02,01,1,02,07
8372,02,01,1,02,07
9753,02,04,0,01,07
6191,02,01,1,02,02
3846,02,01,0,01,05
5644,02,01,0,01,01
5384,02,06,0,01,05
4193,02,01,1,02,07
8516,02,01,0,01,05
2176,02,01,1,02,02
8953,03,03,0,01,09
4937,02,01,1,02,07
139,02,01,0,01,05
6617,02,01,1,02,02
7101,01,04,0,01,01
1127,03,03,0,01,09
1179,02,03,0,01,01
4982,02,01,1,02,07
2456,02,06,0,01,05
6171,02,01,1,02,07
7257,03,05,0,01,02
3996,01,05,0,01,05
9648,03,04,0,01,10
6914,02,01,0,01,05
8646,02,01,1,02,07
1627,03,03,0,01,09
7560,02,03,0,01,03
3712,02,01,1,02,02
3983,01,02,1,01,05
9402,02,01,1,02,07
937,01,02,1,01,05
7977,01,02,1,01,05
888,03,03,0,01,09
9717,02,02,0,01,05
5246,02,01,1,02,07
8285,02,06,0,01,05
4163,02,01,1,02,07
9731,01,01,0,01,10
4461,02,01,1,02,07
3007,02,01,1,02,07
7215,03,01,0,01,06
902,02,01,1,02,07
6365,02,01,1,02,02
6453,02,01,1,02,07
1988,02,01,1,02,07
1131,02,01,1,02,07
169,03,03,0,01,09
999,03,03,0,01,09
5883,01,02,1,01,05
8360,02,01,1,02,02
9057,03,03,0,01,09
7518,02,03,1,02,08
9366,01,01,0,01,09
8040,02,02,0,01,08
4285,02,02,0,01,01
3305,02,01,1,02,07
3135,02,01,1,02,02
9780,01,01,0,01,10
1539,03,02,0,01,06
5005,02,06,0,01,05
2695,02,01,1,02,02
1723,02,06,0,01,05
7516,02,01,1,02,07
9192,02,01,1,02,07
4692,03,03,0,01,05
6513,02,02,0,01,05
2749,02,01,1,02,02
6127,02,01,1,02,07
1706,02,03,0,01,10
8310,03,06,0,01,08
4535,02,01,1,02,07
4377,02,02,0,01,05
6736,03,03,0,01,09
8569,02,05,0,01,04
6714,02,01,1,02,07
1059,02,01,1,02,07
581,02,01,0,01,05
5902,02,01,1,02,02
5109,02,01,1,02,02
602,01,04,0,01,01
2942,02,01,1,02,07
5572,02,01,1,02,07
8647,02,01,0,01,10
3873,03,03,0,01,09
2875,03,03,0,01,09
9041,02,01,1,02,02
3263,03,03,0,01,09
5260,03,03,0,01,09
6604,03,03,0,01,09
2153,03,03,0,01,09
9246,03,03,0,01,07
7558,02,01,1,02,02
6337,02,01,1,02,07
1889,01,02,0,01,10
3215,02,01,1,02,02
1971,02,01,0,01,03
8935,03,03,0,01,09
724,02,01,1,02,07
4633,01,05,0,01,02
3372,02,02,0,01,10
9527,03,05,0,01,08
199,03,06,0,01,10
7983,02,01,1,02,07
5110,02,06,0,01,05
5075,01,04,0,01,08
6230,02,02,0,01,05
5809,01,02,0,01,05
1644,01,02,1,01,05
8598,03,03,0,01,09
8923,02,03,0,01,10
7476,02,01,1,02,02
1125,01,01,0,01,07
8141,02,01,1,02,02
7156,03,02,0,01,03
3643,02,01,0,01,05
6508,01,02,1,02,04
4243,02,01,1,02,07
4063,03,05,0,01,04
7316,01,02,1,01,05
6951,02,03,1,02,08
5538,03,03,0,01,09
6374,01,01,1,02,01
7746,02,01,1,02,07
3390,03,03,0,01,09
6241,02,01,1,02,02
5168,03,03,0,01,09
6546,02,01,1,02,07
4143,02,02,0,01,05
6182,02,01,1,02,07
3265,03,03,0,01,01
6655,02,01,1,02,07
5419,02,01,1,02,02
5437,02,06,0,01,05
7452,03,01,0,01,09
5037,02,06,0,01,05
1840,02,01,0,01,05
7667,01,02,1,01,05
6253,02,01,1,02,07
6557,02,01,0,01,05
1020,02,06,0,01,05
9138,02,06,0,01,05
5600,02,06,0,01,05
8322,02,06,0,01,02
2098,03,04,0,01,01
413,03,03,0,01,09
4091,02,07,0,02,08
8354,02,01,1,02,07
3655,03,03,0,01,09
8380,03,02,0,01,09
8341,01,02,0,01,06
6961,02,01,1,02,07
4996,02,02,0,01,05
